size,catfriendly,easytraining,watchdog,grooming,coldtolerant,temperament,breed,pictureurl,care,energy,playfulness,dogfriendly,strangerfriendly,protection,heattolerant,exercise,affection,index,infourl
l,3,4,6,4,4,"The playful, rambunctious giant schnauzer may be too boisterous for small children, even though he is otherwise very good with children in his own family. He is bold and protective of his family and reserved with strangers. This intelligent and exuberant breed is a good choice for an active person wanting a partner in adventure, although at times the giant may try to be the leader.",Giant Schnauzer,https://www.petfinder.com/images/breeds/dog/2400.jpg,"The giant schnauzer needs daily exercise and fun. His exercise requirements can be met with vigorous games and long hikes or walks. He does best when allowed to divide his time between house and yard. His harsh coat needs combing once or twice weekly, plus shaping two to four times yearly. Shaping is best done by professional scissoring and hand-stripping, but clipping is acceptable for pets.",4,5,2,2,6,4,5,2,70,https://www.petfinder.com/dog-breeds/Giant-Schnauzer
l,4,6,6,2,4,"This is an active breed that needs daily mental and physical exercise, lest she become frustrated or destructive. Her exercise requirements can be met with a long jog or walk on leash, or a strenuous run in a safe area. The Doberman is a better companion and effective guardian if she shares her human's home. Coat care is minimal.",Doberman Pinscher,https://www.petfinder.com/images/breeds/dog/2390.jpg,"The Doberman pinscher is an intelligent capable guardian, ever on the alert and ready to protect her family or home. She is also a loyal and adventurous companion. She likes to be mentally challenged and is a gifted obedience pupil. She is sensitive and very responsive to her family's wishes, though some can be domineering. She is generally reserved with strangers.",5,4,2,2,6,4,4,4,57,https://www.petfinder.com/dog-breeds/Doberman-Pinscher
l,4,4,6,5,5,"The Bouvier is a steady, stalwart companion that is loyal, devoted, fearless and protective. Given daily exercise, he is calm and well-mannered indoors, but ready for an adventure in the great outdoors. He is independent and confident of his own judgment, yet biddable and willing to please. He is reserved, even protective, toward strangers and can be aggressive with strange dogs. He is very good with children, although he may nip at heels in play.",Bouvier des Flandres,https://www.petfinder.com/images/breeds/dog/1080.jpg,"The Bouvier des Flandres is not a breed that can be put aside until the mood strikes to play with him. He needs daily exercise and daily interaction, and a lot of both. He loves the chance to herd, but his requirements can also be met with a good jog, a very long walk or a vigorous play session. He makes a good house dog and would enjoy access to both house and yard. His harsh coat needs combing once or twice weekly, plus scissoring and shaping every three months.",4,3,4,4,6,3,5,4,33,https://www.petfinder.com/dog-breeds/Bouvier-des-Flandres
s,3,3,6,5,3,"Yorkies tend to exercise themselves within the home, but they also need to have interaction in the form of games. They appreciate a short walk outdoors on leash and enjoy the chance to explore a safe area. This is definitely not a dog that can live outdoors. The long coat needs brushing or combing every day or two.",Yorkshire Terrier,https://www.petfinder.com/images/breeds/dog/2320.jpg,"The Yorkshire Terrier seems oblivious of her small size, ever eager for adventure and trouble. She is busy, inquisitive, bold, stubborn. Although some tend to bark a lot, she can easily be taught not to do so.",5,5,3,4,2,4,2,4,152,https://www.petfinder.com/dog-breeds/Yorkshire-Terrier
s,5,5,5,6,4,"Although small, the Bichon is an active dog and needs daily exercise. His needs can be met with a vigorous indoor game or, better, a romp in the yard or a short walk on leash. The white powder-puff coat needs brushing and combing every other day, plus scissoring and trimming every two months. He doesn't shed, but the loose hairs become entangled in the coat and can mat. He may be difficult to keep white in some areas. This is not a dog that should live outdoors.",Bichon Frise,https://www.petfinder.com/images/breeds/dog/1440.jpg,"Perky, bouncy and playful, the Bichon Frise's happy-go-lucky outlook endears him to all. He is friendly toward strangers and other dogs and pets, and is very good with children. He is sensitive, responsive and affectionate, as eager to cuddle as he is to play. He can bark a lot.",5,6,5,6,2,4,3,6,26,https://www.petfinder.com/dog-breeds/Bichon-Frise
s,5,5,5,4,3,"Although energetic, the Havanese can have her exercise needs met with a short walk or a good play session. She is not a dog that can live outside. Coat care entails brushing two to four times a week. This is a nonshedding dog, which means that loose hairs are caught in the outer hairs, tending to tangle, unless they are combed out.",Havanese,https://www.petfinder.com/images/breeds/dog/2190.jpg,"This is a busy, curious dog; she is happiest when she is the center of attention. She loves to play and clown and is affectionate with her family, children, strangers, other dogs and pets, basically everyone! The Havanese is willing to please and learn easily, but she tends to be vocal.",5,6,5,6,2,4,4,6,78,https://www.petfinder.com/dog-breeds/Havanese
s,5,4,4,2,2,"The Italian greyhound likes a daily romp outdoors, but she hates the cold. Her exercise needs are best met with a good walk on leash or even a rollicking game indoors. She also likes to stretch out and sprint in a fenced area. This breed cannot live outdoors. Care of the fine short hair is minimal, consisting only of occasional brushing to remove dead hair. Regular brushing of the teeth is important in this breed.",Italian Greyhound,https://www.petfinder.com/images/breeds/dog/2200.jpg,"A sighthound in a small package, the Italian greyhound shares her larger relatives' characteristics. She loves to run and chase. She is extremely gentle and sensitive. Reserved, often timid, with strangers, she is devoted to her family and is good with children, and other dogs and pets. However, she can be easily injured by boisterous children and larger dogs.",5,4,5,3,2,5,3,6,84,https://www.petfinder.com/dog-breeds/Italian-Greyhound
s,4,3,6,5,3,"The affenpinscher lives up to his name,""monkey terrier"", in both looks and actions. A terrier at heart, he is busy, inquisitive, bold and stubborn, but he also loves to monkey around, being playful and mischievous. He tends to bark and even climb. He is fairly good with other dogs and pets. This little dog is best with a family that likes entertainment and has a very good sense of humor.",Affenpinscher,https://www.petfinder.com/images/breeds/dog/2130.jpg,"Although an energetic and active dog, the exercise needs of the affenpinscher can be met with vigorous indoor games or romps in the yard, or with short walks on leash. He enjoys playing outside, but cannot live outdoors. His harsh coat needs combing two or three times weekly, plus shaping every three months. Shaping for pets is by clipping or stripping.",5,5,4,4,2,4,4,5,1,https://www.petfinder.com/dog-breeds/Affenpinscher
l,5,4,5,4,4,"The Irish needs exercise, and lots of it. It is not fair to take a dog selected for boundless energy and expect her to sit inside. A minimum of one hour of hard strenuous games and exertion a day is recommended. The is such a sociable dog that she does best living with her family. Her coat needs regular brushing and combing every two to three days, plus some clipping and trimming to looks her best.",Irish Setter,https://www.petfinder.com/images/breeds/dog/1760.jpg,"The Irish setter was bred to be a tireless and enthusiastic hunter, and she approaches everything in life with a rollicking, good-natured attitude, full of gusto and fervor. Given a daily outlet for her energy, she makes a pleasant companion. Without ample exercise, she can be overly active inside or become frustrated. She is an amiable breed, eager to please and be part of her family's activities. She is good with children. She is less popular as a hunter than the other setters.",6,6,5,6,2,4,6,6,80,https://www.petfinder.com/dog-breeds/Irish-Setter
l,5,4,3,4,4,"Among the most low-keyed and easygoing of sporting breeds, the clumber spaniel is nonetheless a hunter at heart, ever ready for a day in the field. At home he tends to be quiet and may even need to be goaded into exercise. The clumber spaniel is suitable for city life, although he will relish walks and outings. He makes a good pet, especially devoted to one person.",Clumber Spaniel,https://www.petfinder.com/images/breeds/dog/1650.jpg,"The clumber enjoys a daily outing, but his exercise requirements can be met with a long walk on leash or a leisurely hike in the field. The coat needs brushing two to three times weekly, although in dirty areas he may need more frequent bathing in order to keep his coat a gleaming white. Clumbers tend to drool and, at times, snore.",3,4,4,4,2,3,3,5,50,https://www.petfinder.com/dog-breeds/Clumber-Spaniel
l,3,3,6,2,3,"Daily strenuous exertion is a must for the Weimaraner. He needs to stretch his legs, run and explore in a large, safe area. As a social dog, he does best when he can divide his time between indoors and out. Coat care is minimal: occasional brushing to remove dead hair.",Weimaraner,https://www.petfinder.com/images/breeds/dog/1830.jpg,The Weimaraner is bold and rambunctious. He loves to run and hunt and can become frustrated and destructive if kept penned up. He can be stubborn or headstrong. he functions best with an active family who enjoys outdoor activities and wants a fun-loving companion.,6,5,3,3,5,4,6,4,145,https://www.petfinder.com/dog-breeds/Weimaraner
l,6,2,4,5,5,"The Old English Sheepdog needs daily exercise, either a moderate to long walk or a vigorous romp. This breed thrives on togetherness so it is necessary that he have access to the house. His coat needs brushing or combing every other day, or he may form mats. He may tend to track in debris.",Old English Sheepdog,https://www.petfinder.com/images/breeds/dog/1130.jpg,"The amiable Old English is jolly but gentle. At home, he is a well-mannered house pet that often amuses his family with comical antics. He thrives on human companionship and is very much a homebody. He is extremely devoted to its family and protective of family members, tending children as flock members. He is friendly toward strangers. Some can be headstrong.",4,4,4,5,4,3,4,6,106,https://www.petfinder.com/dog-breeds/Old-English-Sheepdog
l,5,4,5,3,4,"This is a devoted and gentle dog, very willing to please. She is affectionate and gets along well with other dogs and pets and children. She is also courageous. The spinone is calmer and easier going than most pointing breeds.",Spinone Italiano,https://www.petfinder.com/images/breeds/dog/1800.jpg,"Like all sporting dogs, the spinone needs daily exercise. This can take the form of a long walk or good run off leash. She is a family dog and prefers to share time with her people. Coat care consists of weekly brushing, plus occasional hand-stripping to neaten the face and feet.",4,4,4,5,2,4,4,5,138,https://www.petfinder.com/dog-breeds/Spinone-Italiano
l,4,2,6,5,4,"This is a dog that needs a good amount of activity and interaction every day. He can be satisfied with a long walk or jog, or a long play session coupled with a little training. Its long coat needs brushing or combing every other day or mats can form.",Briard,https://www.petfinder.com/images/breeds/dog/1090.jpg,"Devoted and faithful, the Briard is a loving and protective companion. He is independent, intelligent and self-assured, but is also willing to please and eager to serve as a partner in adventure. He can be reserved with strangers. He tends to stay at home and may attempt to keep the family's children home as well!",4,4,2,2,6,3,5,4,35,https://www.petfinder.com/dog-breeds/Briard
l,3,4,3,4,5,"A breed of quiet elegance, the Borzoi exemplifies the well-mannered house dog. Outdoors, he races with wild abandon, and it will chase any small animal that runs. He is independent but very sensitive. Although generally good with children and some can be timid. He is reserved with strangers.",Borzoi,https://www.petfinder.com/images/breeds/dog/1250.jpg,"The Borzoi needs the chance to exert itself daily. Although a long walk can satisfy most of his needs, it should be combined with a sprint in a large safe area. The coat, which is characteristically fuller on males, needs brushing or combing two or three times a week; at times he sheds a lot. Borzois do best as house dogs with access to a yard.",4,4,4,3,4,3,4,4,31,https://www.petfinder.com/dog-breeds/Borzoi
l,4,6,6,3,4,This breed needs daily mental and physical challenges. He enjoys a good exercise session as well as learning session. He is family-oriented and does well as a house dog. His coat needs brushing one or two times weekly.,German Shepherd Dog,https://www.petfinder.com/images/breeds/dog/1120.jpg,"Among the most intelligent of breeds, the German Shepherd Dog is so intent on his mission whatever that may be and he is virtually unsurpassed in working versatility. He is utterly devoted and faithful. He is usually good with other pets.",4,3,2,3,6,4,5,4,67,https://www.petfinder.com/dog-breeds/German-Shepherd-Dog
s,2,2,6,2,2,"The min pin needs lots of activity. Because of his small size, his exercise needs can be met indoors or out; regardless, he needs several play sessions every day. He enjoys a romp outdoors in a safe area, but hates the cold. This is not a breed to live outdoors. His coat is virtually carefree, requiring only occasional brushing to remove dead hair.",Miniature Pinscher,https://www.petfinder.com/images/breeds/dog/2240.jpg,"Among the most energetic of all breeds, the min pin is a perpetual motion machine. He is busy, inquisitive, playful, bold and brash. He retains terrier-like traits and tends to be stubborn and independent. He may chase small animals and can be reserved with strangers.",6,6,3,2,2,4,3,3,100,https://www.petfinder.com/dog-breeds/Miniature-Pinscher
s,4,4,6,2,3,"The spunky Brussels griffon is full of himself, brimming with self-confidence and gusto. He is bold, playful, stubborn and mischievous. He is usually good with other dogs and pets. He tends to bark and climb, and some Brussels griffons can be escape artists. This breed makes a saucy companion for a family wanting an entertaining, sensitive pet.",Brussels Griffon,https://www.petfinder.com/images/breeds/dog/2140.jpg,"The Brussels griffon is an active breed, always on the lookout for action. He needs daily mental and physical stimulation, but his small size makes such stimulation possible with a robust indoor game. He also enjoys a short walk on leash. This breed cannot live outside, although he appreciates the opportunity to spend time in the yard. The rough coat needs combing two or three times weekly, plus shaping by stripping every three months. Grooming for the smooth coat is minimal, consisting only of occasional brushing to remove dead hair.",5,5,4,4,2,3,3,5,37,https://www.petfinder.com/dog-breeds/Brussels-Griffon
s,4,4,6,4,4,"The silky terrier is no mellow lap dog. She is bold, feisty, inquisitive and playful, ever ready for action, a terrier at heart. She is clever, but tends to be stubborn, and can be mischievous. She tends to bark a lot.",Silky Terrier,https://www.petfinder.com/images/breeds/dog/2310.jpg,"This is an active breed requiring slightly more exercise than most toys. She enjoys a moderate walk on leash, but especially likes the chance to nose around on her own in a safe area. Much of her exercise requirements can be met with vigorous games in the yard, or even house. Despite her hardiness, she is not a breed for outdoor living. Her coat needs brushing or combing every other day.",5,5,4,4,2,4,3,4,134,https://www.petfinder.com/dog-breeds/Silky-Terrier
s,5,4,5,4,4,"The haughty English toy spaniel enjoys a life of leisure, punctuated with rollicking romps. He is a lap dog par excellence, gentle, amiable, calm and quiet, yet he is playful and attentive. He is utterly devoted to his family and reserved with strangers. He can be somewhat stubborn.",English Toy Spaniel,https://www.petfinder.com/images/breeds/dog/2180.jpg,"Although he enjoys a nice walk on leash or a fun game in the house or yard, the English toy spaniel is not overly active and his exercise needs can be met with minimal effort. He does not do well in heat and is temperamentally unsuited for living outside away from his family. His long coat needs combing twice weekly.",2,4,5,3,2,2,2,3,62,https://www.petfinder.com/dog-breeds/English-Toy-Spaniel
s,5,4,5,5,4,"This is a lively, inquisitive, affectionate dog. He is a mixture of playful spirit and calm soul mate, a good companion for a quiet family. He is willing to please and responsive to commands, and is devoted to his family. Some may bark or dig a lot.",Lowchen,https://www.petfinder.com/images/breeds/dog/1540.jpg,"The Lowchen can receive ample exercise with a short walk or active game every day. He enjoys a mental challenge. He is not a breed that should live outside, although he appreciates access to a yard during the day. His coat needs brushing or combing about every other day. Clipping to maintain the traditional lion trim must be done every month or two. Many pet owners prefer to keep their dogs in a puppy clip.",4,4,5,4,2,4,2,4,94,https://www.petfinder.com/dog-breeds/Lowchen
l,5,4,6,4,5,"Bred as an independent protector of livestock, the komondor is true to his heritage. He is an independent thinker and can be stubborn or domineering. He is not for meek people who can be dominated and socialization is essential. He is good with other pets and especially livestock. In fact, he is happiest when he has something or someone to watch over. Although usually calm and quiet, he is utterly fearless when the need arises. As a natural guardian, he is protective of children in his own family, but he may at times misunderstand rough-and-tumble games of visiting children.",Komondor,https://www.petfinder.com/images/breeds/dog/2440.jpg,"The komondor needs daily exercise in the form of long walks or short romps. Swimming is not a good idea because of the time it takes the coat to dry. It may also be difficult to keep the coat clean in some areas. This breed does not like warm weather. The komondor is nonshedding but not carefree. His cords must be regularly separated or they will look like flat mats, and his coat tends to hold dirt; bathing is time-consuming and drying takes as much as a day. Pets can be clipped but then lose part of the breed's unique appeal. Note that it may take a dog up to 2 years of age before cords form.",4,4,2,2,6,3,4,5,89,https://www.petfinder.com/dog-breeds/Komondor
l,2,2,4,4,6,"The Alaskan malamute loves cold weather. She can run for miles and needs to have adequate exercise every day, either in the form of a long walk on leash or the opportunity to run or mush. She does better inside during warm weather. Her coat needs brushing once or twice a week, more often when shedding.",Alaskan Malamute,https://www.petfinder.com/images/breeds/dog/2340.jpg,"The Alaskan malamute is powerful, independent, strong-willed and fun-loving. She loves to run and roam. She is family-oriented, and as long as she is given daily exercise, she is well-mannered in the home. Without proper exercise, she can become frustrated and destructive. She is friendly and sociable toward people. Some can be domineering and some may dig and howl.",4,4,2,5,4,2,5,6,5,https://www.petfinder.com/dog-breeds/Alaskan-Malamute
l,3,4,6,2,4,"The Ridgeback loves to run, and he needs daily mental and physical exercise to keep from becoming frustrated. He can be a good jogging or hiking companion. The Ridgeback is happier sleeping indoors and dividing his time between the house and yard during the day. Coat care is minimal, consisting only of occasional brushing to remove dead hair.",Rhodesian Ridgeback,https://www.petfinder.com/images/breeds/dog/1370.jpg,"The Rhodesian Ridgeback is the hound group's answer to a somewhat protective dog. Not only is he a keen and versatile hunter, but he is a loyal guardian. He is good with children, especially protective of those in his family, but he is sometimes overly boisterous in play. He is strong-willed and powerful; some can become domineering.",4,4,2,2,6,4,4,4,121,https://www.petfinder.com/dog-breeds/Rhodesian-Ridgeback
l,4,3,2,4,4,"The Scottish Deerhound is mellow, low-key and easygoing, a gracious and well-mannered addition to the home. Outdoors, he loves to run and chase anything that moves. Indoors, he needs plenty of room to stretch on a soft surface. The Deerhound is independent but willing to please; he is extremely sensitive. The Deerhound is amiable toward, but often reserved with, strangers. This breed is good with children, other dogs and usually other pets, although he may give chase to strange animals.",Scottish Deerhound,https://www.petfinder.com/images/breeds/dog/1390.jpg,"The Deerhound needs a good amount of daily exercise, either a long walk or a romp in a safe area. He prefers to live inside with his family and needs human companionship. Regardless, he needs soft bedding to avoid callouses. The crisp coat needs combing one or two times weekly. Some scissoring is optional to neaten up straggling hair, plus minimal stripping around the face and ears.",3,3,5,4,3,3,4,4,127,https://www.petfinder.com/dog-breeds/Scottish-Deerhound
xl,4,4,6,3,6,"The Akita appreciates mental and physical exercise every day. He needs the chance to run in a safe area or on leash for a long jog. Given ample exercise and training, he can be a quiet and well-mannered house dog. The Akita is happiest if he can spend most of his time with his family. The coat needs brushing about once a week to remove dead hair, more often when shedding. Akitas tend to be somewhat messy drinkers!",Akita,https://www.petfinder.com/images/breeds/dog/2330.jpg,"As befitting his spitz-like heritage, the Akita is bold, independent, stubborn and tenacious. Demonstrative to his family, he is utterly devoted and will protect family members. Though not the breed for everyone, in the right hands the Akita is an excellent companion.",4,4,4,3,5,2,4,4,4,https://www.petfinder.com/dog-breeds/Akita
xl,3,4,6,2,4,"Confident, bold, alert and imposing, the Rottweiler is a popular choice for his ability to protect. As befitting his self-assured nature, he tends to be headstrong and stubborn and is often domineering. He can be reserved, often wary, toward strangers. He may be overly protective if he perceives that his family is being threatened, and he may also attempt to ""herd"" children. This is a powerful breed that needs socialization, consistent training and daily exercise to be the best he can be , a loyal family member and guardian.",Rottweiler,https://www.petfinder.com/images/breeds/dog/2490.jpg,"The Rottweiler needs daily physical and mental activity, either in the form of long walks or jogs, or a vigorous game in a safe area, as well as obedience lessons. He enjoys cold weather and may become overheated in hot weather. He needs to spend significant time inside with his human family, however, so that proper bonding can occur. Coat care is minimal, consisting only of occasional brushing to remove dead hair.",4,3,2,2,6,3,4,3,122,https://www.petfinder.com/dog-breeds/Rottweiler
s,5,6,6,4,2,"One of the most obedient and responsive of the toy breeds, the vivacious papillon is also gentle, amiable and playful. He is friendly toward strangers, other dogs and pets and is very good with children. Some can be timid.",Papillon,https://www.petfinder.com/images/breeds/dog/2250.jpg,"The lively papillon thrives on mental stimulation, and he enjoys a daily walk on leash as well as challenging games indoors or out. This is not a breed that can live outdoors. His coat needs brushing twice weekly.",5,6,5,5,2,4,2,6,108,https://www.petfinder.com/dog-breeds/Papillon
s,5,4,6,4,4,"The Tibetan Spaniel is independent, bold, and stubborn, but is also sensitive and biddable. He has a happy attitude, enjoying games and outings with his family. He also enjoys snoozes next to his special person. He is an exceptionally enjoyable and fastidious house dog. He is amiable with other dogs and animals, but reserved with strangers.",Tibetan Spaniel,https://www.petfinder.com/images/breeds/dog/1590.jpg,"The Tibbie's exercise needs are minimal, but daily. His needs can be met by games inside the house or yard, or with a short walk on leash. This breed is suited for apartment life and should not live outside. His coat needs brushing and combing twice weekly.",4,4,5,2,2,3,3,4,142,https://www.petfinder.com/dog-breeds/Tibetan-Spaniel
s,5,3,4,5,3,"Despite his small size, the Shih Tzu needs daily exercise. Because of his small size, he can meet his requirements with vigorous indoor games or short frolics outside or with short walks on leash. He does not do well in hot humid weather, and he should never be expected to live outdoors. His luxurious coat needs brushing or combing every other day; puppies should be taught to accept grooming from a young age. Pets may be clipped.",Shih Tzu,https://www.petfinder.com/images/breeds/dog/2300.jpg,The spunky but sweet Shih Tzu is both a gentle lap dog and a vivacious companion. He has an upbeat attitude and loves to play and romp. He is affectionate to his family and good with children. He is surprisingly tough and does have a stubborn streak.,4,5,5,5,2,2,2,5,132,https://www.petfinder.com/dog-breeds/Shih-Tzu
l,6,2,5,2,4,"As a hunting hound, the Bloodhound needs a good deal of daily exercise. He was bred to trail through any hardship, and once on a trail he cannot be called off. He thus must be exercised in a safe area. The Bloodhound drools a lot, so his facial wrinkles require daily cleaning; the ear tips drag in food and must also be kept clean. The ear canals also need regular cleaning for good health. Coat care is minimal, requiring only occasional brushing or wiping. Most do best as indoor/outdoor dogs; note, however, that this is not the breed for people obsessed with cleanliness in the house!",Bloodhound,https://www.petfinder.com/images/breeds/dog/1240.jpg,"For all his calm manners at home, the Bloodhound is a tireless trailer once on the track. He is tough, stubborn and independent, yet he is so gentle and placid that he is extremely trustworthy around children. Nonetheless, he is not the lazy old hound dog portrayed in folklore but instead an active, playful companion. Although not the easiest breed to train for traditional obedience, he is exceptionally easy to train in tasks involving trailing. The Bloodhound can be reserved with strangers.",4,2,4,4,2,3,4,6,28,https://www.petfinder.com/dog-breeds/Bloodhound
l,5,5,4,4,6,"This dog enjoys the outdoors, especially in cold weather. He needs daily but moderate exercise, either a good hike or a walk on leash. He is so in tune with his human family that he cannot be relegated to life alone in the yard. Inside, he needs plenty of room to stretch out. His coat needs brushing one or two times weekly, much more often when shedding. The Bernese life span is described by a Swiss expression: ""Three years a young dog, three years a good dog and three years an old dog. All else is a gift from God.""",Bernese Mountain Dog,https://www.petfinder.com/images/breeds/dog/2360.jpg,"The Bernese mountain dog is an easygoing, calm family companion (that is, after he leaves his adolescent stage). He is sensitive, loyal and extremely devoted. He is gentle with children and often reserved with strangers. He generally gets along well with other dogs and pets.",2,3,4,4,3,2,3,4,25,https://www.petfinder.com/dog-breeds/Bernese-Mountain-Dog
